zone,ward,colony,year,month,mean_ndvi
8,35,1615,2018,1,0.1132934501579216
8,35,1616,2018,1,0.1101106620696653
8,35,1854,2018,1,0.1610460404162755
8,35,1855,2018,1,0.1034037218931828
8,35,1895,2018,1,0.1078032303673297
8,35,1896,2018,1,0.0779147897041578
8,35,2206,2018,1,0.0757632851600647
8,35,2209,2018,1,0.0279289074242115
8,35,2223,2018,1,0.0478347018361091
8,35,2225,2018,1,0.1315895318984985
8,35,2265,2018,1,0.0870748311281204
8,35,2318,2018,1,0.1131296455860138
9,36,1793,2018,1,0.0642499764936745
8,37,568,2018,1,0.2129488816210641
8,39,520,2018,1,0.124362312786952
8,39,1619,2018,1,0.1564830592409661
8,40,972,2018,1,0.1454799252963188
8,40,1617,2018,1,0.122172135573167
8,40,1618,2018,1,0.0852473388966375
8,40,1620,2018,1,0.1366796409874631
8,40,1621,2018,1,0.1415434176604495
8,40,2316,2018,1,0.0837742537260055
10,41,583,2018,1,0.1628422097038404
10,41,584,2018,1,0.1507209994736943
10,41,610,2018,1,0.1614491558359064
10,41,611,2018,1,0.1475110125798051
10,41,612,2018,1,0.167658217848152
10,41,613,2018,1,0.2071387970561003
10,41,678,2018,1,0.212743372044926
10,41,1612,2018,1,0.1737790875451532
10,42,569,2018,1,0.1024744082213312
10,42,570,2018,1,0.1180981978629399
10,42,571,2018,1,0.138453473948469
10,42,572,2018,1,0.1454652930909157
10,42,573,2018,1,0.1694329271913278
10,42,1427,2018,1,0.1442577923173371
10,43,574,2018,1,0.0834771335715114
10,43,575,2018,1,0.1120222850018237
10,43,576,2018,1,0.0940672286013339
10,43,577,2018,1,0.0891272581698045
10,43,578,2018,1,0.0622194898731513
10,43,606,2018,1,0.0936704450056693
10,43,609,2018,1,0.1026924173667948
10,43,992,2018,1,0.0977888356084409
10,43,1181,2018,1,0.0745445891535439
10,43,1439,2018,1,0.0645310688603875
10,43,1469,2018,1,0.0836759538792852
10,43,1470,2018,1,0.2969587724528609
10,43,1508,2018,1,0.0844898420510832
10,43,1831,2018,1,0.142714161690467
10,43,1832,2018,1,0.2071211173131702
10,43,1880,2018,1,0.0626389200758089
10,43,1881,2018,1,0.0960997116676523
10,43,2255,2018,1,0.3678756356239319
10,43,2259,2018,1,0.0884312540292739
10,44,689,2018,1,0.1046435561219337
10,44,1182,2018,1,0.0567187348874613
10,44,1920,2018,1,0.1934782690807401
10,44,1921,2018,1,0.1510176451309867
10,44,1922,2018,1,0.0807041600203559
10,44,1927,2018,1,0.1328869953808222
10,44,1928,2018,1,0.149863284714216
10,44,1929,2018,1,0.1150823574268848
10,44,2044,2018,1,0.2857515987560403
10,44,2045,2018,1,0.2941708034939236
10,44,2046,2018,1,0.162519538233075
10,44,2047,2018,1,0.0695732053646371
10,44,2090,2018,1,0.0056818183511495
10,44,2091,2018,1,0.0318042822182178
10,44,2160,2018,1,0.2067988663911819
10,44,2162,2018,1,0.1402145773172378
8,45,255,2018,1,0.1406043380808326
8,45,256,2018,1,0.2151456890684185
8,45,2040,2018,1,0.1031994571053021
8,47,1004,2018,1,0.1355797196374923
8,48,614,2018,1,0.0935781792028626
8,48,959,2018,1,0.1539655527129542
8,48,2039,2018,1,0.1649449863323228
8,49,1111,2018,1,0.1544623178471885
8,49,1112,2018,1,0.2442864467027593
8,50,306,2018,1,0.1388874695570826
8,50,1575,2018,1,0.2140210469563802
8,50,1576,2018,1,0.1403029387419646
8,50,1577,2018,1,0.1614687712296195
8,50,1578,2018,1,0.2593124769760621
8,50,1579,2018,1,0.1814881601641255
8,50,1580,2018,1,0.2540514317954458
8,50,2070,2018,1,0.1994423029076962
8,51,254,2018,1,0.1254851928671342
8,51,283,2018,1,0.2239746851950698
8,51,1584,2018,1,0.1922809262818928
8,51,1586,2018,1,0.2611143224379595
8,52,1581,2018,1,0.2160282268390788
8,52,1582,2018,1,0.214788137697706
8,52,1583,2018,1,0.2088903831283399
8,52,1585,2018,1,0.1601198236425439
8,53,1936,2018,1,0.1833706622569272
8,54,260,2018,1,0.2088636080167833
8,54,1061,2018,1,0.1391473852806497
8,54,1343,2018,1,0.1842735624473905
8,54,1344,2018,1,0.0781894323763866
8,54,2034,2018,1,0.0987847408401631
8,54,2035,2018,1,0.2264024674617583
8,54,2036,2018,1,0.1767913664618427
