,district_code,district,year,month,lst,night_lst,ndvi,total_population,built_up_area_sq_m,built_up_area_sq_km
3794,17749,Shajapur,2022,3,41.35624993602126,18.764831722494407,0.3385477199009339,1796166.0,51402720.872941166,51.40272087294117
3795,17749,Shajapur,2022,4,45.66076933838513,24.19142857142861,0.2337977311681034,1796166.0,51402720.872941166,51.40272087294117
3796,17749,Shajapur,2022,5,45.77965429818349,25.912337757341444,0.2149050080207416,1796166.0,51402720.872941166,51.40272087294117
3797,17749,Shajapur,2022,6,43.22487711514032,25.61051702836893,0.2430098087517758,1796166.0,51402720.872941166,51.40272087294117
3798,17749,Shajapur,2022,7,31.661085167635264,22.90191042865111,0.3475353893834786,1796166.0,51402720.872941166,51.40272087294117
3799,17749,Shajapur,2022,8,28.67042376197521,21.85186234983797,0.6935739227156429,1796166.0,51402720.872941166,51.40272087294117
3800,17749,Shajapur,2022,9,32.550558259411744,22.19217752658444,0.5612824106225845,1796166.0,51402720.872941166,51.40272087294117
3801,17749,Shajapur,2022,10,35.823882372210164,18.55000000000001,0.3974223278165785,1796166.0,51402720.872941166,51.40272087294117
3802,17749,Shajapur,2022,11,31.00423005310528,15.286000000000024,0.4172385280415563,1796166.0,51402720.872941166,51.40272087294117
3803,17749,Shajapur,2022,12,24.57204954634746,14.38857371154618,0.6500560440426256,1796166.0,51402720.872941166,51.40272087294117
3804,17749,Shajapur,2023,1,21.468424522604188,12.162882072438602,0.7087734492255835,1811223.0,52351686.53098039,52.35168653098039
3805,17749,Shajapur,2023,2,30.040650297942253,16.092857142857174,0.6123957360722206,1811223.0,52351686.53098039,52.35168653098039
3806,17749,Shajapur,2023,3,36.454400242494025,17.908424375112183,0.3102401555896255,1811223.0,52351686.53098039,52.35168653098039
3807,17749,Shajapur,2023,4,44.67786373247394,19.76900760998374,0.2502542795788865,1811223.0,52351686.53098039,52.35168653098039
3808,17749,Shajapur,2023,5,45.10234919477653,22.39999595701374,0.2579312335509307,1811223.0,52351686.53098039,52.35168653098039
3809,17749,Shajapur,2023,6,44.49876736385589,22.60430803418513,0.2374594720128421,1811223.0,52351686.53098039,52.35168653098039
3810,17749,Shajapur,2023,7,34.394275885138725,22.661108908174548,0.4674903380407468,1811223.0,52351686.53098039,52.35168653098039
3811,17749,Shajapur,2023,8,28.648349391546954,20.38148015068096,0.6943273676344872,1811223.0,52351686.53098039,52.35168653098039
3812,17749,Shajapur,2023,9,33.81097345077388,22.82894733463021,0.4957614808463382,1811223.0,52351686.53098039,52.35168653098039
3813,17749,Shajapur,2023,10,36.84813632212116,19.88224310498224,0.3525459001509481,1811223.0,52351686.53098039,52.35168653098039
3814,17749,Shajapur,2023,11,29.871346768699247,16.959174127737857,0.4612256998686428,1811223.0,52351686.53098039,52.35168653098039
3815,17749,Shajapur,2023,12,22.860808004349373,14.44602801105274,0.6964756520999442,1811223.0,52351686.53098039,52.35168653098039
3816,17749,Shajapur,2024,1,21.71856876786428,14.23047421853546,0.6681907535083703,1826280.0,53300652.1890196,53.3006521890196
3817,17749,Shajapur,2024,2,27.294815195001885,13.937958733750262,0.4995466543377629,1826280.0,53300652.1890196,53.3006521890196
3818,17749,Shajapur,2024,3,38.65357461979516,21.004678509273194,0.2934506179494655,1826280.0,53300652.1890196,53.3006521890196
3819,17749,Shajapur,2024,4,44.92178528247924,21.826503829944333,0.2529079335813687,1826280.0,53300652.1890196,53.3006521890196
3820,17749,Shajapur,2024,5,44.63734912653252,27.03146277365513,0.2382339518534461,1826280.0,53300652.1890196,53.3006521890196
