district_code,district,year,month,lst,night_lst,ndvi
17722,Dewas,2018,1,27.937185025008,14.264362100110745,0.5552358855928974
17722,Dewas,2018,2,34.464585352652605,15.323445259627896,0.3750029652147402
17722,Dewas,2018,3,44.05802529983184,19.953033279483066,0.2606687724401205
17722,Dewas,2018,4,48.60338238687919,24.366044073762367,0.240808421553348
17722,Dewas,2018,5,47.22001432280758,27.102138998260266,0.2185783505539196
17722,Dewas,2018,6,39.19310487730927,23.05742678975361,0.3371233180420697
17722,Dewas,2018,7,29.722518124723507,15.95890024781226,0.3302797207276016
17722,Dewas,2018,8,26.44854780140664,14.337220533106253,0.4111835048311916
17722,Dewas,2018,9,35.076866078645025,20.44374332630842,0.566346337461973
17722,Dewas,2018,10,37.61503980684906,20.289859111122908,0.434217594048607
17722,Dewas,2018,11,33.24488312009537,14.752680801284749,0.487428905136624
17722,Dewas,2018,12,26.004406902268467,10.214299750867337,0.5599166358244322
17722,Dewas,2019,1,26.160538362667225,11.636583585358252,0.5026060257257248
17722,Dewas,2019,2,32.629902482792495,19.143126509244443,0.3715505025833532
17722,Dewas,2019,3,42.89548881237649,19.50595626095877,0.2566255246545318
17722,Dewas,2019,4,48.97234929229395,23.81160000000004,0.2457700406570385
17722,Dewas,2019,5,49.713910359301806,27.768461538461565,0.2301063775290498
17722,Dewas,2019,6,45.309870080545245,26.12935685611169,0.2121880197505306
17722,Dewas,2019,7,36.85513976389557,24.920269409559022,0.4236910149155708
17722,Dewas,2019,8,26.803726780380792,18.13966836912635,0.4519535354304277
17722,Dewas,2019,9,29.968722438595744,21.823672724166656,0.5616222073160307
17722,Dewas,2019,10,32.45961878461053,19.95764625163962,0.5591850751028856
17722,Dewas,2019,11,31.28948117078604,20.8927795326114,0.5328040916483487
17722,Dewas,2019,12,24.242780611637567,14.10056299776666,0.640782568043643
17722,Dewas,2020,1,22.94623036952641,15.40596509203974,0.6874953161607114
17722,Dewas,2020,2,29.911837407157897,15.50308329845126,0.6090353505464057
17722,Dewas,2020,3,37.90267647116656,17.891553213166166,0.3422860047299415
17722,Dewas,2020,4,46.58664344902303,21.616343574750594,0.2770469257703707
17722,Dewas,2020,5,48.6418204039984,26.19175802056464,0.269206466930716
17722,Dewas,2020,6,36.3412076175811,22.738773130450955,0.4559919972148445
17722,Dewas,2020,7,30.59659383712346,22.94195372024724,0.652682964360458
17722,Dewas,2020,8,31.64160158330034,21.71039827446216,0.4668640362527692
17722,Dewas,2020,9,33.39498954248773,21.684752877476512,0.594621703836823
17722,Dewas,2020,10,34.857669594356175,22.2187314569532,0.462806487753055
17722,Dewas,2020,11,30.541161234038267,18.512915012778013,0.5542162071475958
17722,Dewas,2020,12,24.313663306395416,15.819047922223222,0.621664631278617
17722,Dewas,2021,1,25.55967809904055,17.26056889263938,0.6379394124515922
17722,Dewas,2021,2,31.63821950633918,17.595808777225265,0.4532767281104876
17722,Dewas,2021,3,41.3490720031544,19.35091517972216,0.2855664702765766
17722,Dewas,2021,4,46.22141813387479,21.814753076575528,0.2774470071489089
17722,Dewas,2021,5,46.098307347372646,23.736140884263808,0.2826696329549313
17722,Dewas,2021,6,37.20410982819885,22.90916062406584,0.3840518422115788
17722,Dewas,2021,7,37.70303859284847,24.5430466193779,0.4464715847353527
17722,Dewas,2021,8,27.96020155808724,19.947775913188984,0.5585408084144646
17722,Dewas,2021,9,31.45382688580255,21.350447096001744,0.5322120133623939
17722,Dewas,2021,10,32.40228898954875,18.86467749814553,0.5567153029725734
17722,Dewas,2021,11,30.40483488410836,16.058455643616302,0.5024213967030056
17722,Dewas,2021,12,24.751105526182126,16.381334927013587,0.6207514480446981
17722,Dewas,2022,1,23.021475559639832,14.483723921345865,0.6514468329499542
17722,Dewas,2022,2,29.1761079685106,13.914607048245998,0.5334559014981057
17722,Dewas,2022,3,42.69909660754372,18.52053329081184,0.3124169872740748
17722,Dewas,2022,4,45.7397005249972,23.965833333333364,0.2704867214283152
17722,Dewas,2022,5,45.686058914964384,26.28552168085043,0.2454498700770203
17722,Dewas,2022,6,43.75100322780616,25.200024794814446,0.2507321464825852
17722,Dewas,2022,7,27.65314985612852,21.96316792117325,0.3433403805723195
17722,Dewas,2022,8,29.45374703805008,22.47321889820945,0.6758066644799592
17722,Dewas,2022,9,31.84892641554155,22.11980747841485,0.6199564777652742
17722,Dewas,2022,10,33.58544684261786,22.4732874064942,0.4965022407051783
17722,Dewas,2022,11,30.21880875429881,16.50096774193551,0.4855174286656786
17722,Dewas,2022,12,25.39435326418222,16.372033669831524,0.6585097296535883
17722,Dewas,2023,1,22.68404128776945,14.146433589115889,0.6592911924137976
17722,Dewas,2023,2,31.06611309119092,15.994309309309337,0.5655839874140195
17722,Dewas,2023,3,37.30917412042548,19.31202513697181,0.3069624810832818
17722,Dewas,2023,4,43.658303823589385,21.784999271923816,0.3037602457603791
17722,Dewas,2023,5,44.76161965184395,23.43861850775897,0.3108653962286227
17722,Dewas,2023,6,43.10355764981776,23.42611178634572,0.27194553725811
17722,Dewas,2023,7,34.276112978291295,21.73793089820672,0.4128699008444138
17722,Dewas,2023,8,29.33854042415805,19.096773548318424,0.6612961229200243
17722,Dewas,2023,9,31.9376130585921,21.50779207011728,0.5732801835321778
17722,Dewas,2023,10,34.64142259422888,20.622431847352072,0.4651239132879022
17722,Dewas,2023,11,29.717324568892803,17.700378073369155,0.5084848817384537
17722,Dewas,2023,12,23.308201007771004,16.308158627692773,0.6877774376521707
17722,Dewas,2024,1,22.60422349996014,15.39084712064192,0.6358379573901027
17722,Dewas,2024,2,28.156150916235323,16.758590517830328,0.4618614180315911
17722,Dewas,2024,3,38.55216604521831,22.85728633531632,0.296254190910386
17722,Dewas,2024,4,43.89829204659881,23.325877528953995,0.3138194931303081
17722,Dewas,2024,5,42.6059901830815,26.998732642391065,0.3013227567181417
17722,Dewas,2024,6,40.32041728630412,26.999410039542884,0.3626691935625012
17722,Dewas,2024,7,31.777282499866693,23.694539965782003,0.1827821428041317
17722,Dewas,2024,8,26.334956563350552,18.952051696407388,0.6250091787575217
17722,Dewas,2024,9,29.929857134134554,21.6229789674518,0.6331089409461104
17722,Dewas,2024,10,32.95746804016608,21.92585574739536,0.5013155800673131
17722,Dewas,2024,11,27.40246799359621,17.06750000000003,0.4771484299690949
17722,Dewas,2024,12,23.003861000464685,15.291808618896392,0.6277115589853568
17722,Dewas,2025,1,21.713021858839628,13.24019608187137,0.6766200408882616
17722,Dewas,2025,2,28.060252216982263,17.849238439973064,0.5109503114721018
17722,Dewas,2025,3,36.755608486470464,19.00682392046093,0.2962213904427672
17722,Dewas,2025,4,41.82769483519969,26.24800000000003,0.2765902492701218
17722,Dewas,2025,5,37.85740758736227,25.54216300795916,0.3794222105284229
17722,Dewas,2025,6,36.484014158261,26.692393549470744,0.2818770013236933
17722,Dewas,2025,7,25.440273745306943,19.9288072487644,0.5683321852866317
17722,Dewas,2025,8,27.729259091694352,21.42764580903494,0.6399542539431646
17722,Dewas,2025,9,28.80079010877682,21.072419790422305,0.6021596498210717
17722,Dewas,2025,10,28.74603291348045,20.03826647120536,0.5427378043995805
17722,Dewas,2025,11,25.518668765413288,17.188956352109276,0.5199915207435123
17722,Dewas,2025,12,21.178479614319063,14.299280459538473,0.6694308769921496
17723,Dhar,2018,1,29.335473458359434,14.15680484054292,0.5251978067460601
17723,Dhar,2018,2,34.53732060759069,15.747365866181264,0.3797203588370153
17723,Dhar,2018,3,44.11764321669296,19.487896741875765,0.2561425643846993
17723,Dhar,2018,4,49.35270029856444,24.93440920398013,0.2230179180519542
17723,Dhar,2018,5,47.708180291205394,28.36860919043506,0.1992710146891804
17723,Dhar,2018,6,38.6371861937808,23.58270052244304,0.2230490404105524
17723,Dhar,2018,7,32.212196488051674,16.35212516444871,0.2633773394294031
17723,Dhar,2018,8,24.440755050295127,18.17254403482333,0.4422344952536126
17723,Dhar,2018,9,34.10368258640514,20.475416185404136,0.5845932388086978
17723,Dhar,2018,10,37.958985532816605,20.53752237762241,0.4190336426191203
17723,Dhar,2018,11,34.39406603436916,16.339354722522405,0.4505745628002085
17723,Dhar,2018,12,27.82378656305209,12.32940659800285,0.502570500045354
17723,Dhar,2019,1,27.25390499579972,11.463057233605314,0.4769853937634447
17723,Dhar,2019,2,32.91387510833199,16.346836230966858,0.3751792991369853
17723,Dhar,2019,3,44.12473975250404,18.71719920711109,0.2554876225218102
17723,Dhar,2019,4,50.732071243175845,25.83739774330046,0.222236637915868
17723,Dhar,2019,5,48.31400967729781,28.378643042350923,0.201135227226069
17723,Dhar,2019,6,43.60628400630372,24.084638754054048,0.2274326290430819
17723,Dhar,2019,7,35.67304150842766,21.65015785788856,0.3960073178821655
17723,Dhar,2019,8,26.755424347865496,19.80793381323436,0.4180619634031918
17723,Dhar,2019,9,29.99717880950473,22.55379996580613,0.5667091419734049
17723,Dhar,2019,10,33.25497941523938,20.58826935601718,0.5658828484609184
17723,Dhar,2019,11,31.71922551472995,20.82056158246977,0.5281216193219949
17723,Dhar,2019,12,26.459476756531423,14.777275668281831,0.5683737192061568
17723,Dhar,2020,1,25.21446317595341,14.805841222503522,0.5912903317968923
17723,Dhar,2020,2,31.40435213306172,16.188095611285295,0.5048357747026776
17723,Dhar,2020,3,39.26721878096187,19.01454334439302,0.3215876216529711
17723,Dhar,2020,4,47.95653412654971,22.81829618026271,0.2461458014359983
17723,Dhar,2020,5,49.94060555591255,27.925769056261387,0.232433817101458
17723,Dhar,2020,6,38.31295404502623,23.98119079710633,0.3479976784945363
17723,Dhar,2020,7,32.10608850546253,23.084587410266227,0.5712208936737977
17723,Dhar,2020,8,30.345753273062485,20.056731715306203,0.5370842735226111
17723,Dhar,2020,9,32.27170843538528,22.51106052190145,0.5843601798403211
17723,Dhar,2020,10,35.47248799203827,21.849444753165088,0.458544441799648
17723,Dhar,2020,11,31.79607418670578,17.48495098220565,0.5024585156333357
17723,Dhar,2020,12,26.68591506320389,16.757176974512525,0.558125280098064
17723,Dhar,2021,1,26.769078763806096,18.153719210094167,0.5870274857514884
17723,Dhar,2021,2,33.07183566769136,15.950711200691073,0.4469697002447982
17723,Dhar,2021,3,43.450760410409806,20.085951200968022,0.2780029120811866
17723,Dhar,2021,4,47.64621322859568,21.578318635295748,0.241814666215218
17723,Dhar,2021,5,46.22737109976746,25.579698295511992,0.2311453080864602
17723,Dhar,2021,6,38.71876147876928,23.081138686568966,0.2749558913587906
17723,Dhar,2021,7,38.842571900017866,24.63607213787875,0.2879459865128969
17723,Dhar,2021,8,27.880689696679376,18.63210333514924,0.5109114803683341
17723,Dhar,2021,9,30.837757955494933,22.11041980611763,0.56615233289234
17723,Dhar,2021,10,32.5055789776997,21.10250690073174,0.5720925203187202
17723,Dhar,2021,11,31.37013482608122,17.621211461318087,0.4817168264906014
17723,Dhar,2021,12,26.114146285455963,16.343388681670586,0.5578911496535759
17723,Dhar,2022,1,24.6862374905522,16.516021426514016,0.6136959935816768
17723,Dhar,2022,2,30.61222893481008,15.364051460658215,0.514490597650547
17723,Dhar,2022,3,43.5851274561742,18.39222886719591,0.3072846691749741
17723,Dhar,2022,4,46.648790679117376,25.31829955772661,0.2388983966240435
17723,Dhar,2022,5,44.87046872167012,27.87607691752656,0.2113101550510103
17723,Dhar,2022,6,42.19170420184471,24.5841522057186,0.2277277460322831
17723,Dhar,2022,7,29.06121196899142,19.970132902391743,0.2524543211086685
17723,Dhar,2022,8,29.83468469176789,21.03347439065316,0.6508372767818236
17723,Dhar,2022,9,31.0576216455839,20.876812275824904,0.6521912358156517
17723,Dhar,2022,10,34.27223533166806,18.159039515976584,0.4817936412346047
17723,Dhar,2022,11,31.698356641450083,16.011555897041905,0.4579563977052377
17723,Dhar,2022,12,27.3977381854291,18.98831784900874,0.5472805887827581
17723,Dhar,2023,1,25.08602724538356,16.86446919283908,0.5726014212979247
17723,Dhar,2023,2,33.35727182212929,15.843469201627643,0.4779103201480228
17723,Dhar,2023,3,38.24463371006684,17.84677901771859,0.2948414868145249
17723,Dhar,2023,4,46.31138951456136,19.85390774632011,0.2538459373082963
17723,Dhar,2023,5,46.58879876495878,25.737012355822923,0.2426153601510779
17723,Dhar,2023,6,42.56397251523305,23.68800014296788,0.215901474349636
17723,Dhar,2023,7,38.31539484950619,19.100659496242265,0.3470483711060829
17723,Dhar,2023,8,29.825593646585745,18.95576727593409,0.5875334721428547
17723,Dhar,2023,9,31.166884366708853,20.794753229897108,0.606272275408842
17723,Dhar,2023,10,35.41810543511267,20.77775923674812,0.4636401505353774
17723,Dhar,2023,11,31.14262824857742,18.826192960228514,0.4595332085214499
17723,Dhar,2023,12,24.964995994760223,17.25286645251497,0.6070841537443183
17723,Dhar,2024,1,24.32682569116433,15.65905863946285,0.5982915010813648
17723,Dhar,2024,2,29.18498306805367,18.0729799163518,0.458055230005742
17723,Dhar,2024,3,39.09900572082142,19.04366028563969,0.3109160667984462
17723,Dhar,2024,4,45.68381188450185,26.505082700227707,0.2559118429588125
17723,Dhar,2024,5,43.35472029322271,26.869316611096043,0.2404546791912692
17723,Dhar,2024,6,39.89533554689133,25.74605888068345,0.2756347496824005
17723,Dhar,2024,7,25.54905833953905,23.1244610281924,0.3037244670346631
17723,Dhar,2024,8,26.85006704294985,19.80196501709773,0.4857296055940298
17723,Dhar,2024,9,29.211893609898464,21.95082047860561,0.6239978662006672
17723,Dhar,2024,10,32.38776316996889,21.46476235957391,0.5067908491328774
17723,Dhar,2024,11,28.413186575021307,17.370581113801475,0.4161539588415133
17723,Dhar,2024,12,24.58285936000392,17.613592874587006,0.5320652147499622
17723,Dhar,2025,1,23.484586285544644,15.380099208934409,0.6062508634307537
17723,Dhar,2025,2,29.012388882855035,16.84098463302248,0.5095165108112997
17723,Dhar,2025,3,37.39856020604704,18.10918815842116,0.3107058012057667
17723,Dhar,2025,4,43.67729740069459,26.659208381839388,0.2462072188551362
17723,Dhar,2025,5,38.961286513180376,25.90684066467897,0.2860881222421808
17723,Dhar,2025,6,36.49596291772959,26.54049865286678,0.2266167029933851
17723,Dhar,2025,7,26.64235084030892,21.168244458626248,0.4259042294022633
17723,Dhar,2025,8,27.54182074688896,19.983740584388748,0.5231407556413658
17723,Dhar,2025,9,27.69454216599375,22.17786304723373,0.5827580907157732
17723,Dhar,2025,10,30.201176720402373,21.231191649953832,0.5275408042236098
17723,Dhar,2025,11,26.357647219716423,17.655896579523237,0.5182024881246658
17723,Dhar,2025,12,22.448226217364663,14.165655120481963,0.599626372040785
70172,Dindori,2018,1,24.07781376465842,12.379119390418202,0.4597868905764651
70172,Dindori,2018,2,30.60709489810299,14.120270660895676,0.4168265010625868
70172,Dindori,2018,3,39.58335024133955,17.76671877775807,0.3375728655450169
70172,Dindori,2018,4,42.56490451199271,19.556066374280068,0.3145475435048722
70172,Dindori,2018,5,43.31291498723178,21.72076862377485,0.315316676767815
70172,Dindori,2018,6,37.24182710699548,20.994026009548424,0.4686058720870677
70172,Dindori,2018,7,30.26967415553424,19.92539952730644,0.283967942509632
70172,Dindori,2018,8,26.574593695970247,18.28808933166198,0.3300741970063787
70172,Dindori,2018,9,29.940611366083445,19.391644035674144,0.6863372344576089
70172,Dindori,2018,10,27.76302951776793,19.131913007212237,0.5674989191728671
70172,Dindori,2018,11,29.634863479260748,12.517187431813252,0.5065985585783087
70172,Dindori,2018,12,23.712582007249672,12.17861307873938,0.4921130451639984
70172,Dindori,2019,1,24.07781376465842,12.379119390418202,0.4635135867650488
70172,Dindori,2019,2,30.38229482247961,15.47469924370436,0.4343141284877215
70172,Dindori,2019,3,37.76735757190014,17.072710699298668,0.3752779666761557
70172,Dindori,2019,4,44.70043576417582,21.08292377701937,0.3360850774535304
70172,Dindori,2019,5,47.05487193973226,22.170791729016507,0.3416442499288627
70172,Dindori,2019,6,43.21825748108592,24.502604046570024,0.3539448512679736
70172,Dindori,2019,7,31.654862928951687,18.990995292956235,0.4739828038826799
70172,Dindori,2019,8,27.87393469329938,19.43526116341041,0.4731920631761401
70172,Dindori,2019,9,27.11529494835661,19.87382803852801,0.6257931298864762
70172,Dindori,2019,10,28.376072550482835,17.72708281008229,0.6958456778602005
70172,Dindori,2019,11,27.841088440201712,16.724585544055,0.6334997702841157
70172,Dindori,2019,12,24.068065817588653,11.989631896396862,0.5850217380432335
70172,Dindori,2020,1,23.448556985100502,10.827206647032629,0.5578346288514558
70172,Dindori,2020,2,28.09496554270646,14.63452667767524,0.5302460054531392
70172,Dindori,2020,3,31.56970686628801,16.069572713549473,0.4787379057102905
70172,Dindori,2020,4,40.29158694825359,20.919294599929195,0.4126442534372089
70172,Dindori,2020,5,41.80018637431655,21.60003018853834,0.4153830096813706
70172,Dindori,2020,6,35.12271190265254,21.02774203477534,0.5145056875342259
70172,Dindori,2020,7,30.767018737028124,20.23584141934221,0.5261769245121122
70172,Dindori,2020,8,27.28637911717273,19.76933405833405,0.557806506149158
70172,Dindori,2020,9,29.085692078758942,20.648677519241524,0.7063249874808364
70172,Dindori,2020,10,28.923398658965368,19.370384217072893,0.6495991489567683
70172,Dindori,2020,11,26.340285249838953,13.243378293403698,0.5840007711601345
70172,Dindori,2020,12,26.639374773380283,12.638386169338082,0.5408358997343599
70172,Dindori,2021,1,26.99743584512132,13.398258318752791,0.5042962903055448
70172,Dindori,2021,2,30.245779771600617,13.106502445842098,0.4522681368216166
70172,Dindori,2021,3,37.80306775251954,17.211765630195845,0.3803780519696695
70172,Dindori,2021,4,41.11500537234394,19.93563890248036,0.3619172842331022
70172,Dindori,2021,5,37.85281418232243,20.96511004422219,0.4695165732118449
70172,Dindori,2021,6,34.572272252040804,21.0009972834901,0.5317504059736338
70172,Dindori,2021,7,32.22892211651504,19.47743940587377,0.3875971570878838
70172,Dindori,2021,8,26.852929652801404,20.41338386487228,0.5608545842106235
70172,Dindori,2021,9,27.53563201344832,20.32615502253258,0.6706213664782882
70172,Dindori,2021,10,28.940137563051465,18.26510703363917,0.6803201906106627
70172,Dindori,2021,11,27.89350391033456,13.28001561313798,0.5933056403075614
70172,Dindori,2021,12,24.76104024434468,11.719988460788962,0.5299500559917112
70172,Dindori,2022,1,22.98940822162657,11.754161494204045,0.521995735310013
70172,Dindori,2022,2,27.385982712030223,17.508274315013647,0.5078407832155512
70172,Dindori,2022,3,35.7567644114333,17.805682482387688,0.4234767054856594
70172,Dindori,2022,4,43.1525608394386,22.258947988505778,0.3666666941553492
70172,Dindori,2022,5,40.44892374043749,21.082438098914817,0.3698348573303946
70172,Dindori,2022,6,40.22280475161388,21.08110052386044,0.4886675945926219
70172,Dindori,2022,7,29.49350528608189,19.71814364014361,0.4703040470144656
70172,Dindori,2022,8,27.88292540675084,19.43266802430041,0.6667043359167691
70172,Dindori,2022,9,27.57787796296689,19.7110619690313,0.6995463908443993
70172,Dindori,2022,10,27.12112953392014,21.02095949599512,0.6739472312024418
70172,Dindori,2022,11,26.12320175064124,10.140000000000017,0.6041021213251943
70172,Dindori,2022,12,25.07594592616661,12.927742372881378,0.5471623811712586
70172,Dindori,2023,1,25.635907659997645,14.74618163238106,0.5060154165202384
70172,Dindori,2023,2,30.308076495745947,16.44528051549237,0.4468097793740875
70172,Dindori,2023,3,34.25229993424564,17.395869207412797,0.4110229626482861
70172,Dindori,2023,4,39.33478388097237,17.97590383564222,0.406354358396169
70172,Dindori,2023,5,39.922766873539615,20.22496079258013,0.4303681345781303
70172,Dindori,2023,6,41.46749273430691,25.085818971399235,0.3576466245677883
70172,Dindori,2023,7,29.68159763175797,21.90566538939952,0.4874145166456008
70172,Dindori,2023,8,28.195284390347933,19.50104262985548,0.5857545893544639
70172,Dindori,2023,9,28.064960791314697,19.802836829494293,0.725079301133038
70172,Dindori,2023,10,27.76302951776793,19.131913007212237,0.6618451918547062
70172,Dindori,2023,11,27.41032418685781,15.133526131486253,0.5693470222392041
70172,Dindori,2023,12,22.35607818894896,11.626055294490763,0.5545461592697398
70172,Dindori,2024,1,23.018359261776755,11.66939323203172,0.5343817900815001
70172,Dindori,2024,2,27.33424835974408,15.48311491262427,0.4928453423705315
70172,Dindori,2024,3,34.286272225370084,18.99314034849893,0.4052642554427692
70172,Dindori,2024,4,41.48623761283847,19.04075326938081,0.3866099491602434
70172,Dindori,2024,5,37.86622987865935,25.2063686893472,0.4095311989678636
70172,Dindori,2024,6,37.83674495836834,22.61142148099356,0.3914406741397953
70172,Dindori,2024,7,27.91246061637697,20.873741503843515,0.3504916030336489
70172,Dindori,2024,8,26.944308164416856,20.58443785534019,0.5546713185257012
70172,Dindori,2024,9,26.82087594709045,20.08895646716368,0.6733489618432662
70172,Dindori,2024,10,27.314458180544143,19.716011461689007,0.653269568223308
70172,Dindori,2024,11,24.22669375200285,12.13000000000002,0.5702271224954228
70172,Dindori,2024,12,22.476783601543904,14.6098447919975,0.548415441811081
70172,Dindori,2025,1,22.37721461432773,11.879515018106968,0.5306819372300215
70172,Dindori,2025,2,27.869427443418605,15.318797720797749,0.4449940385469416
70172,Dindori,2025,3,35.03529628837011,20.13000000000003,0.389588032672325
70172,Dindori,2025,4,39.02782870816469,21.471252196223908,0.3631052706422735
70172,Dindori,2025,5,34.82193747567481,22.82274178465365,0.4413391875367907
70172,Dindori,2025,6,36.328062574223225,21.71350840144634,0.3151459650507784
70172,Dindori,2025,7,27.77093309948791,18.46140241730491,0.4623924660087214
70172,Dindori,2025,8,26.60575201569929,20.994693669883148,0.5667687213866262
70172,Dindori,2025,9,25.54358572443876,20.16666682311715,0.7218280923927428
70172,Dindori,2025,10,25.90298061964363,18.69193302479494,0.7228162338205497
70172,Dindori,2025,11,21.25232122957375,12.77833333333336,0.6355044645810332
70172,Dindori,2025,12,24.15569579417468,12.52718029494756,0.5731323803660596
17725,East Nimar,2018,1,29.319353944400163,15.865844720332976,0.4680820388631173
17725,East Nimar,2018,2,34.23432904860071,18.340215047405074,0.3518936605708967
17725,East Nimar,2018,3,43.8898576521454,20.1680726796207,0.2404516729967167
17725,East Nimar,2018,4,48.431991177661935,25.0364488255722,0.2137303578992118
17725,East Nimar,2018,5,46.43670784600635,27.32619653179194,0.1927155111042555
17725,East Nimar,2018,6,38.9887322083418,25.06984189583635,0.2703996730412117
17725,East Nimar,2018,7,26.246775907700588,18.12076227498482,0.269516088763344
17725,East Nimar,2018,8,26.81836001012248,17.27905167320339,0.3742852342338169
17725,East Nimar,2018,9,31.87182809424956,20.38205568807431,0.603498965320179
17725,East Nimar,2018,10,35.13739298502065,22.0281157238116,0.4882079417310226
17725,East Nimar,2018,11,33.27919782471159,18.675878543641858,0.4306370998570095
17725,East Nimar,2018,12,27.1487080687288,16.857946782716848,0.4556881837139033
17725,East Nimar,2019,1,26.59797372166793,15.16689546924053,0.4365764710217411
17725,East Nimar,2019,2,32.230140621512504,19.05081851348173,0.3481944450665247
17725,East Nimar,2019,3,42.07558516435021,19.10470617171088,0.2451027906710852
17725,East Nimar,2019,4,48.20480690984276,27.54321850750601,0.2259082469418335
17725,East Nimar,2019,5,47.86832967397425,29.441483713048427,0.201904303294799
17725,East Nimar,2019,6,44.22293527286645,27.794388905111955,0.173037789240602
17725,East Nimar,2019,7,36.815541837632495,25.49952206697309,0.4238890153869626
17725,East Nimar,2019,8,27.832460992378216,17.19150003788385,0.2948488496154516
17725,East Nimar,2019,9,29.59208315093047,21.92648405078097,0.6096354203716895
17725,East Nimar,2019,10,31.8533722805856,22.664925328248582,0.5934334166205643
17725,East Nimar,2019,11,30.43010971755576,21.62150010899457,0.5612438197792659
17725,East Nimar,2019,12,26.17547072974681,17.64195071245346,0.5233730324452897
17725,East Nimar,2020,1,25.42129927430416,17.146421946544596,0.5676504899274691
17725,East Nimar,2020,2,31.4937163235623,18.64013799908914,0.4716078353422562
17725,East Nimar,2020,3,38.72964126609452,19.261072054896307,0.2984640775927301
17725,East Nimar,2020,4,46.34006717659411,23.18538991341505,0.2462438124691759
17725,East Nimar,2020,5,47.5483681641104,27.47054241924665,0.223649376522766
17725,East Nimar,2020,6,36.05827723693817,24.27219079271942,0.4116622322216871
17725,East Nimar,2020,7,30.920140827735207,23.76071519769379,0.5713842726276186
17725,East Nimar,2020,8,29.78155123909253,22.857320007381933,0.5082336522630352
17725,East Nimar,2020,9,31.828692769933006,22.760925753157245,0.5524995592261243
17725,East Nimar,2020,10,33.86804485182876,23.32303155440041,0.4808030626849578
17725,East Nimar,2020,11,31.517391876271247,17.89942571678659,0.4769331667279345
17725,East Nimar,2020,12,26.368129038972057,17.315365290659013,0.4788872866224067
17725,East Nimar,2021,1,27.536724691215746,18.47517529404732,0.4901427029143633
17725,East Nimar,2021,2,32.954187809495494,18.32320809500036,0.3558999068627163
17725,East Nimar,2021,3,42.096252699537295,20.910302399694043,0.2475867428468987
17725,East Nimar,2021,4,45.87495613875125,23.774045495297,0.236909592208165
17725,East Nimar,2021,5,45.74488706561216,26.361884687672067,0.2376324153151459
17725,East Nimar,2021,6,37.90818947794466,23.724993214456145,0.327371647993555
17725,East Nimar,2021,7,38.45449211342656,25.876671569854395,0.3541168582902308
17725,East Nimar,2021,8,29.025775805894,21.87946038828548,0.5378375582134575
17725,East Nimar,2021,9,31.330308823163048,23.139012552511737,0.5248275636277725
17725,East Nimar,2021,10,31.600575163722954,22.08692944760251,0.6010080721904456
17725,East Nimar,2021,11,30.22657809315537,18.251553487197768,0.5022090677706109
17725,East Nimar,2021,12,26.420204812264004,17.836448351820103,0.5124514855247314
17725,East Nimar,2022,1,25.37951142084772,16.68839145536107,0.5204179790837509
17725,East Nimar,2022,2,31.397758142864305,17.222010869565246,0.3996596272382443
17725,East Nimar,2022,3,43.86914372455176,18.449234192619443,0.2613924826937579
17725,East Nimar,2022,4,46.093485810682935,28.31968750000003,0.2376271059965854
17725,East Nimar,2022,5,44.20784590426528,28.53313665803981,0.2132297404522267
17725,East Nimar,2022,6,42.84072501995022,25.859303418266624,0.2813668469935744
17725,East Nimar,2022,7,31.315937106551104,22.973968672126016,0.254673405029102
17725,East Nimar,2022,8,29.19647479966624,21.39853547467253,0.6010217233273075
17725,East Nimar,2022,9,31.05131952843149,22.389648020086547,0.5696489528487656
17725,East Nimar,2022,10,31.779919936626204,19.06565217391308,0.5416079943676482
17725,East Nimar,2022,11,30.077204541398416,18.12562500000003,0.4824896657556101
17725,East Nimar,2022,12,26.660813967907483,18.150799750050783,0.5536198444514419
17725,East Nimar,2023,1,24.92303240514479,16.04151495051463,0.5363491630789533
17725,East Nimar,2023,2,32.82534240659876,17.753832070854262,0.4441296036856793
17725,East Nimar,2023,3,38.0133535488586,19.34709452627156,0.2766800397806133
17725,East Nimar,2023,4,42.33051318074417,22.90728982789328,0.279970747261558
17725,East Nimar,2023,5,44.3202992991052,23.8626712859798,0.2634287123619232
17725,East Nimar,2023,6,41.837776053056594,27.57616999894908,0.2122731936478656
17725,East Nimar,2023,7,31.1631679699184,23.69182964305417,0.2573064406519768
17725,East Nimar,2023,8,29.47144822116234,20.92744992529037,0.5015338467981748
17725,East Nimar,2023,9,30.00064299195042,22.15745578900893,0.5952735508494968
17725,East Nimar,2023,10,33.56659845426734,23.05005911703349,0.4828505564422218
17725,East Nimar,2023,11,30.5857233835723,18.8541329050546,0.4371516555910119
17725,East Nimar,2023,12,24.99985172908984,17.320606347388033,0.5712685563190006
17725,East Nimar,2024,1,24.20557807905284,16.464177119683146,0.5312127502374919
17725,East Nimar,2024,2,29.12498113910376,19.231086925843936,0.3962898638836278
17725,East Nimar,2024,3,38.69423107451132,23.60896444379594,0.2773430186418425
17725,East Nimar,2024,4,43.666970600149526,24.58110177581051,0.2877394720873053
17725,East Nimar,2024,5,42.082539060315405,28.57285949078396,0.264957356123132
17725,East Nimar,2024,6,39.57549695555903,26.26988390252527,0.2914912198761623
17725,East Nimar,2024,7,28.67015540498543,24.031125009299323,0.1925710079933505
