zone,year,month,built_up_percent,method
8,2022,11,72.03506675552084,extrapolated
9,2022,11,30.239851151309505,extrapolated
10,2022,11,78.79641772023311,extrapolated
11,2022,11,83.05008463216805,extrapolated
12,2022,11,90.09082763377576,extrapolated
1,2022,12,87.05662243822715,extrapolated
2,2022,12,86.08539500870826,extrapolated
3,2022,12,32.478759809209144,extrapolated
4,2022,12,69.64954521134297,extrapolated
5,2022,12,80.05450070323488,extrapolated
6,2022,12,59.39518430305362,extrapolated
7,2022,12,24.53317916342903,extrapolated
8,2022,12,72.03506675552084,extrapolated
9,2022,12,30.239851151309505,extrapolated
10,2022,12,78.79641772023311,extrapolated
11,2022,12,83.05008463216805,extrapolated
12,2022,12,90.09082763377576,extrapolated
