district_code,district,year,month,total_population
70168,Anuppur,2015,1,666191.0
70168,Anuppur,2015,2,666191.0
70168,Anuppur,2015,3,666191.0
70168,Anuppur,2015,4,666191.0
70168,Anuppur,2015,5,666191.0
70168,Anuppur,2015,6,666191.0
70168,Anuppur,2015,7,666191.0
70168,Anuppur,2015,8,666191.0
70168,Anuppur,2015,9,666191.0
70168,Anuppur,2015,10,666191.0
70168,Anuppur,2015,11,666191.0
70168,Anuppur,2015,12,666191.0
70168,Anuppur,2016,1,671711.6
70168,Anuppur,2016,2,671711.6
70168,Anuppur,2016,3,671711.6
70168,Anuppur,2016,4,671711.6
70168,Anuppur,2016,5,671711.6
70168,Anuppur,2016,6,671711.6
70168,Anuppur,2016,7,671711.6
70168,Anuppur,2016,8,671711.6
70168,Anuppur,2016,9,671711.6
70168,Anuppur,2016,10,671711.6
70168,Anuppur,2016,11,671711.6
70168,Anuppur,2016,12,671711.6
70168,Anuppur,2017,1,677232.2
70168,Anuppur,2017,2,677232.2
70168,Anuppur,2017,3,677232.2
70168,Anuppur,2017,4,677232.2
70168,Anuppur,2017,5,677232.2
70168,Anuppur,2017,6,677232.2
70168,Anuppur,2017,7,677232.2
70168,Anuppur,2017,8,677232.2
70168,Anuppur,2017,9,677232.2
70168,Anuppur,2017,10,677232.2
70168,Anuppur,2017,11,677232.2
70168,Anuppur,2017,12,677232.2
70168,Anuppur,2018,1,682752.8
70168,Anuppur,2018,2,682752.8
70168,Anuppur,2018,3,682752.8
70168,Anuppur,2018,4,682752.8
70168,Anuppur,2018,5,682752.8
70168,Anuppur,2018,6,682752.8
70168,Anuppur,2018,7,682752.8
70168,Anuppur,2018,8,682752.8
70168,Anuppur,2018,9,682752.8
70168,Anuppur,2018,10,682752.8
70168,Anuppur,2018,11,682752.8
70168,Anuppur,2018,12,682752.8
70168,Anuppur,2019,1,688273.4
70168,Anuppur,2019,2,688273.4
70168,Anuppur,2019,3,688273.4
70168,Anuppur,2019,4,688273.4
70168,Anuppur,2019,5,688273.4
70168,Anuppur,2019,6,688273.4
70168,Anuppur,2019,7,688273.4
70168,Anuppur,2019,8,688273.4
70168,Anuppur,2019,9,688273.4
70168,Anuppur,2019,10,688273.4
70168,Anuppur,2019,11,688273.4
70168,Anuppur,2019,12,688273.4
70168,Anuppur,2020,1,693794.0
70168,Anuppur,2020,2,693794.0
70168,Anuppur,2020,3,693794.0
70168,Anuppur,2020,4,693794.0
70168,Anuppur,2020,5,693794.0
70168,Anuppur,2020,6,693794.0
70168,Anuppur,2020,7,693794.0
70168,Anuppur,2020,8,693794.0
70168,Anuppur,2020,9,693794.0
70168,Anuppur,2020,10,693794.0
70168,Anuppur,2020,11,693794.0
70168,Anuppur,2020,12,693794.0
70168,Anuppur,2021,1,699071.2
70168,Anuppur,2021,2,699071.2
70168,Anuppur,2021,3,699071.2
70168,Anuppur,2021,4,699071.2
70168,Anuppur,2021,5,699071.2
70168,Anuppur,2021,6,699071.2
70168,Anuppur,2021,7,699071.2
70168,Anuppur,2021,8,699071.2
70168,Anuppur,2021,9,699071.2
70168,Anuppur,2021,10,699071.2
70168,Anuppur,2021,11,699071.2
70168,Anuppur,2021,12,699071.2
70168,Anuppur,2022,1,704348.4
70168,Anuppur,2022,2,704348.4
70168,Anuppur,2022,3,704348.4
70168,Anuppur,2022,4,704348.4
70168,Anuppur,2022,5,704348.4
70168,Anuppur,2022,6,704348.4
70168,Anuppur,2022,7,704348.4
70168,Anuppur,2022,8,704348.4
70168,Anuppur,2022,9,704348.4
70168,Anuppur,2022,10,704348.4
70168,Anuppur,2022,11,704348.4
70168,Anuppur,2022,12,704348.4
70168,Anuppur,2023,1,709625.6
70168,Anuppur,2023,2,709625.6
70168,Anuppur,2023,3,709625.6
70168,Anuppur,2023,4,709625.6
70168,Anuppur,2023,5,709625.6
70168,Anuppur,2023,6,709625.6
70168,Anuppur,2023,7,709625.6
70168,Anuppur,2023,8,709625.6
70168,Anuppur,2023,9,709625.6
70168,Anuppur,2023,10,709625.6
70168,Anuppur,2023,11,709625.6
70168,Anuppur,2023,12,709625.6
70168,Anuppur,2024,1,714902.8
70168,Anuppur,2024,2,714902.8
70168,Anuppur,2024,3,714902.8
70168,Anuppur,2024,4,714902.8
70168,Anuppur,2024,5,714902.8
70168,Anuppur,2024,6,714902.8
70168,Anuppur,2024,7,714902.8
70168,Anuppur,2024,8,714902.8
70168,Anuppur,2024,9,714902.8
70168,Anuppur,2024,10,714902.8
70168,Anuppur,2024,11,714902.8
70168,Anuppur,2024,12,714902.8
70168,Anuppur,2025,1,720180.0
70168,Anuppur,2025,2,720180.0
70168,Anuppur,2025,3,720180.0
70168,Anuppur,2025,4,720180.0
70168,Anuppur,2025,5,720180.0
70168,Anuppur,2025,6,720180.0
70168,Anuppur,2025,7,720180.0
70168,Anuppur,2025,8,720180.0
70168,Anuppur,2025,9,720180.0
70168,Anuppur,2025,10,720180.0
70168,Anuppur,2025,11,720180.0
70168,Anuppur,2025,12,720180.0
70169,Ashoknagar,2015,1,966959.0
70169,Ashoknagar,2015,2,966959.0
70169,Ashoknagar,2015,3,966959.0
70169,Ashoknagar,2015,4,966959.0
70169,Ashoknagar,2015,5,966959.0
70169,Ashoknagar,2015,6,966959.0
70169,Ashoknagar,2015,7,966959.0
70169,Ashoknagar,2015,8,966959.0
70169,Ashoknagar,2015,9,966959.0
70169,Ashoknagar,2015,10,966959.0
70169,Ashoknagar,2015,11,966959.0
70169,Ashoknagar,2015,12,966959.0
70169,Ashoknagar,2016,1,977763.8
70169,Ashoknagar,2016,2,977763.8
70169,Ashoknagar,2016,3,977763.8
70169,Ashoknagar,2016,4,977763.8
70169,Ashoknagar,2016,5,977763.8
70169,Ashoknagar,2016,6,977763.8
70169,Ashoknagar,2016,7,977763.8
70169,Ashoknagar,2016,8,977763.8
70169,Ashoknagar,2016,9,977763.8
70169,Ashoknagar,2016,10,977763.8
70169,Ashoknagar,2016,11,977763.8
70169,Ashoknagar,2016,12,977763.8
70169,Ashoknagar,2017,1,988568.6
70169,Ashoknagar,2017,2,988568.6
70169,Ashoknagar,2017,3,988568.6
70169,Ashoknagar,2017,4,988568.6
70169,Ashoknagar,2017,5,988568.6
70169,Ashoknagar,2017,6,988568.6
70169,Ashoknagar,2017,7,988568.6
70169,Ashoknagar,2017,8,988568.6
70169,Ashoknagar,2017,9,988568.6
70169,Ashoknagar,2017,10,988568.6
70169,Ashoknagar,2017,11,988568.6
70169,Ashoknagar,2017,12,988568.6
70169,Ashoknagar,2018,1,999373.4
70169,Ashoknagar,2018,2,999373.4
70169,Ashoknagar,2018,3,999373.4
70169,Ashoknagar,2018,4,999373.4
70169,Ashoknagar,2018,5,999373.4
70169,Ashoknagar,2018,6,999373.4
70169,Ashoknagar,2018,7,999373.4
70169,Ashoknagar,2018,8,999373.4
70169,Ashoknagar,2018,9,999373.4
70169,Ashoknagar,2018,10,999373.4
70169,Ashoknagar,2018,11,999373.4
70169,Ashoknagar,2018,12,999373.4
70169,Ashoknagar,2019,1,1010178.2
70169,Ashoknagar,2019,2,1010178.2
70169,Ashoknagar,2019,3,1010178.2
70169,Ashoknagar,2019,4,1010178.2
70169,Ashoknagar,2019,5,1010178.2
70169,Ashoknagar,2019,6,1010178.2
70169,Ashoknagar,2019,7,1010178.2
70169,Ashoknagar,2019,8,1010178.2
70169,Ashoknagar,2019,9,1010178.2
70169,Ashoknagar,2019,10,1010178.2
70169,Ashoknagar,2019,11,1010178.2
70169,Ashoknagar,2019,12,1010178.2
70169,Ashoknagar,2020,1,1020983.0
70169,Ashoknagar,2020,2,1020983.0
70169,Ashoknagar,2020,3,1020983.0
70169,Ashoknagar,2020,4,1020983.0
70169,Ashoknagar,2020,5,1020983.0
70169,Ashoknagar,2020,6,1020983.0
70169,Ashoknagar,2020,7,1020983.0
70169,Ashoknagar,2020,8,1020983.0
70169,Ashoknagar,2020,9,1020983.0
70169,Ashoknagar,2020,10,1020983.0
70169,Ashoknagar,2020,11,1020983.0
70169,Ashoknagar,2020,12,1020983.0
70169,Ashoknagar,2021,1,1030120.6
70169,Ashoknagar,2021,2,1030120.6
70169,Ashoknagar,2021,3,1030120.6
70169,Ashoknagar,2021,4,1030120.6
70169,Ashoknagar,2021,5,1030120.6
70169,Ashoknagar,2021,6,1030120.6
70169,Ashoknagar,2021,7,1030120.6
70169,Ashoknagar,2021,8,1030120.6
70169,Ashoknagar,2021,9,1030120.6
70169,Ashoknagar,2021,10,1030120.6
70169,Ashoknagar,2021,11,1030120.6
70169,Ashoknagar,2021,12,1030120.6
70169,Ashoknagar,2022,1,1039258.2
70169,Ashoknagar,2022,2,1039258.2
70169,Ashoknagar,2022,3,1039258.2
70169,Ashoknagar,2022,4,1039258.2
70169,Ashoknagar,2022,5,1039258.2
70169,Ashoknagar,2022,6,1039258.2
70169,Ashoknagar,2022,7,1039258.2
70169,Ashoknagar,2022,8,1039258.2
70169,Ashoknagar,2022,9,1039258.2
70169,Ashoknagar,2022,10,1039258.2
70169,Ashoknagar,2022,11,1039258.2
70169,Ashoknagar,2022,12,1039258.2
70169,Ashoknagar,2023,1,1048395.8
70169,Ashoknagar,2023,2,1048395.8
70169,Ashoknagar,2023,3,1048395.8
70169,Ashoknagar,2023,4,1048395.8
70169,Ashoknagar,2023,5,1048395.8
70169,Ashoknagar,2023,6,1048395.8
70169,Ashoknagar,2023,7,1048395.8
70169,Ashoknagar,2023,8,1048395.8
70169,Ashoknagar,2023,9,1048395.8
70169,Ashoknagar,2023,10,1048395.8
70169,Ashoknagar,2023,11,1048395.8
70169,Ashoknagar,2023,12,1048395.8
70169,Ashoknagar,2024,1,1057533.4
70169,Ashoknagar,2024,2,1057533.4
70169,Ashoknagar,2024,3,1057533.4
70169,Ashoknagar,2024,4,1057533.4
70169,Ashoknagar,2024,5,1057533.4
70169,Ashoknagar,2024,6,1057533.4
70169,Ashoknagar,2024,7,1057533.4
70169,Ashoknagar,2024,8,1057533.4
70169,Ashoknagar,2024,9,1057533.4
70169,Ashoknagar,2024,10,1057533.4
70169,Ashoknagar,2024,11,1057533.4
70169,Ashoknagar,2024,12,1057533.4
70169,Ashoknagar,2025,1,1066671.0
70169,Ashoknagar,2025,2,1066671.0
70169,Ashoknagar,2025,3,1066671.0
70169,Ashoknagar,2025,4,1066671.0
70169,Ashoknagar,2025,5,1066671.0
70169,Ashoknagar,2025,6,1066671.0
70169,Ashoknagar,2025,7,1066671.0
70169,Ashoknagar,2025,8,1066671.0
70169,Ashoknagar,2025,9,1066671.0
70169,Ashoknagar,2025,10,1066671.0
70169,Ashoknagar,2025,11,1066671.0
70169,Ashoknagar,2025,12,1066671.0
17712,Balaghat,2015,1,1793698.0
17712,Balaghat,2015,2,1793698.0
17712,Balaghat,2015,3,1793698.0
17712,Balaghat,2015,4,1793698.0
17712,Balaghat,2015,5,1793698.0
17712,Balaghat,2015,6,1793698.0
17712,Balaghat,2015,7,1793698.0
17712,Balaghat,2015,8,1793698.0
17712,Balaghat,2015,9,1793698.0
17712,Balaghat,2015,10,1793698.0
17712,Balaghat,2015,11,1793698.0
17712,Balaghat,2015,12,1793698.0
17712,Balaghat,2016,1,1812903.4
17712,Balaghat,2016,2,1812903.4
17712,Balaghat,2016,3,1812903.4
17712,Balaghat,2016,4,1812903.4
17712,Balaghat,2016,5,1812903.4
17712,Balaghat,2016,6,1812903.4
17712,Balaghat,2016,7,1812903.4
17712,Balaghat,2016,8,1812903.4
17712,Balaghat,2016,9,1812903.4
17712,Balaghat,2016,10,1812903.4
17712,Balaghat,2016,11,1812903.4
17712,Balaghat,2016,12,1812903.4
17712,Balaghat,2017,1,1832108.8
17712,Balaghat,2017,2,1832108.8
17712,Balaghat,2017,3,1832108.8
17712,Balaghat,2017,4,1832108.8
17712,Balaghat,2017,5,1832108.8
17712,Balaghat,2017,6,1832108.8
17712,Balaghat,2017,7,1832108.8
17712,Balaghat,2017,8,1832108.8
17712,Balaghat,2017,9,1832108.8
17712,Balaghat,2017,10,1832108.8
17712,Balaghat,2017,11,1832108.8
17712,Balaghat,2017,12,1832108.8
17712,Balaghat,2018,1,1851314.2
17712,Balaghat,2018,2,1851314.2
17712,Balaghat,2018,3,1851314.2
17712,Balaghat,2018,4,1851314.2
17712,Balaghat,2018,5,1851314.2
17712,Balaghat,2018,6,1851314.2
17712,Balaghat,2018,7,1851314.2
17712,Balaghat,2018,8,1851314.2
17712,Balaghat,2018,9,1851314.2
17712,Balaghat,2018,10,1851314.2
17712,Balaghat,2018,11,1851314.2
17712,Balaghat,2018,12,1851314.2
17712,Balaghat,2019,1,1870519.6
17712,Balaghat,2019,2,1870519.6
17712,Balaghat,2019,3,1870519.6
17712,Balaghat,2019,4,1870519.6
17712,Balaghat,2019,5,1870519.6
17712,Balaghat,2019,6,1870519.6
17712,Balaghat,2019,7,1870519.6
17712,Balaghat,2019,8,1870519.6
17712,Balaghat,2019,9,1870519.6
17712,Balaghat,2019,10,1870519.6
17712,Balaghat,2019,11,1870519.6
17712,Balaghat,2019,12,1870519.6
17712,Balaghat,2020,1,1889725.0
17712,Balaghat,2020,2,1889725.0
17712,Balaghat,2020,3,1889725.0
17712,Balaghat,2020,4,1889725.0
17712,Balaghat,2020,5,1889725.0
17712,Balaghat,2020,6,1889725.0
17712,Balaghat,2020,7,1889725.0
17712,Balaghat,2020,8,1889725.0
17712,Balaghat,2020,9,1889725.0
17712,Balaghat,2020,10,1889725.0
17712,Balaghat,2020,11,1889725.0
17712,Balaghat,2020,12,1889725.0
17712,Balaghat,2021,1,1906628.2
17712,Balaghat,2021,2,1906628.2
17712,Balaghat,2021,3,1906628.2
17712,Balaghat,2021,4,1906628.2
17712,Balaghat,2021,5,1906628.2
17712,Balaghat,2021,6,1906628.2
17712,Balaghat,2021,7,1906628.2
17712,Balaghat,2021,8,1906628.2
17712,Balaghat,2021,9,1906628.2
17712,Balaghat,2021,10,1906628.2
17712,Balaghat,2021,11,1906628.2
17712,Balaghat,2021,12,1906628.2
17712,Balaghat,2022,1,1923531.4
17712,Balaghat,2022,2,1923531.4
17712,Balaghat,2022,3,1923531.4
17712,Balaghat,2022,4,1923531.4
17712,Balaghat,2022,5,1923531.4
17712,Balaghat,2022,6,1923531.4
17712,Balaghat,2022,7,1923531.4
17712,Balaghat,2022,8,1923531.4
17712,Balaghat,2022,9,1923531.4
17712,Balaghat,2022,10,1923531.4
17712,Balaghat,2022,11,1923531.4
17712,Balaghat,2022,12,1923531.4
17712,Balaghat,2023,1,1940434.6
17712,Balaghat,2023,2,1940434.6
17712,Balaghat,2023,3,1940434.6
17712,Balaghat,2023,4,1940434.6
17712,Balaghat,2023,5,1940434.6
17712,Balaghat,2023,6,1940434.6
17712,Balaghat,2023,7,1940434.6
17712,Balaghat,2023,8,1940434.6
17712,Balaghat,2023,9,1940434.6
17712,Balaghat,2023,10,1940434.6
17712,Balaghat,2023,11,1940434.6
17712,Balaghat,2023,12,1940434.6
17712,Balaghat,2024,1,1957337.8
17712,Balaghat,2024,2,1957337.8
17712,Balaghat,2024,3,1957337.8
17712,Balaghat,2024,4,1957337.8
17712,Balaghat,2024,5,1957337.8
17712,Balaghat,2024,6,1957337.8
17712,Balaghat,2024,7,1957337.8
17712,Balaghat,2024,8,1957337.8
17712,Balaghat,2024,9,1957337.8
17712,Balaghat,2024,10,1957337.8
17712,Balaghat,2024,11,1957337.8
17712,Balaghat,2024,12,1957337.8
17712,Balaghat,2025,1,1974241.0
17712,Balaghat,2025,2,1974241.0
17712,Balaghat,2025,3,1974241.0
17712,Balaghat,2025,4,1974241.0
17712,Balaghat,2025,5,1974241.0
17712,Balaghat,2025,6,1974241.0
17712,Balaghat,2025,7,1974241.0
17712,Balaghat,2025,8,1974241.0
17712,Balaghat,2025,9,1974241.0
17712,Balaghat,2025,10,1974241.0
17712,Balaghat,2025,11,1974241.0
17712,Balaghat,2025,12,1974241.0
70170,Barwani,2015,1,1598651.0
70170,Barwani,2015,2,1598651.0
70170,Barwani,2015,3,1598651.0
70170,Barwani,2015,4,1598651.0
70170,Barwani,2015,5,1598651.0
70170,Barwani,2015,6,1598651.0
70170,Barwani,2015,7,1598651.0
70170,Barwani,2015,8,1598651.0
70170,Barwani,2015,9,1598651.0
70170,Barwani,2015,10,1598651.0
70170,Barwani,2015,11,1598651.0
70170,Barwani,2015,12,1598651.0
70170,Barwani,2016,1,1622294.4
70170,Barwani,2016,2,1622294.4
70170,Barwani,2016,3,1622294.4
70170,Barwani,2016,4,1622294.4
70170,Barwani,2016,5,1622294.4
70170,Barwani,2016,6,1622294.4
70170,Barwani,2016,7,1622294.4
70170,Barwani,2016,8,1622294.4
70170,Barwani,2016,9,1622294.4
70170,Barwani,2016,10,1622294.4
70170,Barwani,2016,11,1622294.4
70170,Barwani,2016,12,1622294.4
70170,Barwani,2017,1,1645937.8
70170,Barwani,2017,2,1645937.8
70170,Barwani,2017,3,1645937.8
70170,Barwani,2017,4,1645937.8
70170,Barwani,2017,5,1645937.8
70170,Barwani,2017,6,1645937.8
70170,Barwani,2017,7,1645937.8
70170,Barwani,2017,8,1645937.8
70170,Barwani,2017,9,1645937.8
70170,Barwani,2017,10,1645937.8
70170,Barwani,2017,11,1645937.8
70170,Barwani,2017,12,1645937.8
70170,Barwani,2018,1,1669581.2
70170,Barwani,2018,2,1669581.2
70170,Barwani,2018,3,1669581.2
70170,Barwani,2018,4,1669581.2
70170,Barwani,2018,5,1669581.2
70170,Barwani,2018,6,1669581.2
70170,Barwani,2018,7,1669581.2
70170,Barwani,2018,8,1669581.2
70170,Barwani,2018,9,1669581.2
70170,Barwani,2018,10,1669581.2
70170,Barwani,2018,11,1669581.2
70170,Barwani,2018,12,1669581.2
70170,Barwani,2019,1,1693224.6
70170,Barwani,2019,2,1693224.6
70170,Barwani,2019,3,1693224.6
70170,Barwani,2019,4,1693224.6
70170,Barwani,2019,5,1693224.6
70170,Barwani,2019,6,1693224.6
70170,Barwani,2019,7,1693224.6
70170,Barwani,2019,8,1693224.6
70170,Barwani,2019,9,1693224.6
70170,Barwani,2019,10,1693224.6
70170,Barwani,2019,11,1693224.6
70170,Barwani,2019,12,1693224.6
70170,Barwani,2020,1,1716868.0
70170,Barwani,2020,2,1716868.0
70170,Barwani,2020,3,1716868.0
70170,Barwani,2020,4,1716868.0
70170,Barwani,2020,5,1716868.0
70170,Barwani,2020,6,1716868.0
70170,Barwani,2020,7,1716868.0
70170,Barwani,2020,8,1716868.0
70170,Barwani,2020,9,1716868.0
70170,Barwani,2020,10,1716868.0
70170,Barwani,2020,11,1716868.0
70170,Barwani,2020,12,1716868.0
70170,Barwani,2021,1,1732894.0
70170,Barwani,2021,2,1732894.0
70170,Barwani,2021,3,1732894.0
70170,Barwani,2021,4,1732894.0
70170,Barwani,2021,5,1732894.0
70170,Barwani,2021,6,1732894.0
70170,Barwani,2021,7,1732894.0
70170,Barwani,2021,8,1732894.0
70170,Barwani,2021,9,1732894.0
70170,Barwani,2021,10,1732894.0
70170,Barwani,2021,11,1732894.0
70170,Barwani,2021,12,1732894.0
70170,Barwani,2022,1,1748920.0
70170,Barwani,2022,2,1748920.0
70170,Barwani,2022,3,1748920.0
70170,Barwani,2022,4,1748920.0
70170,Barwani,2022,5,1748920.0
70170,Barwani,2022,6,1748920.0
70170,Barwani,2022,7,1748920.0
70170,Barwani,2022,8,1748920.0
70170,Barwani,2022,9,1748920.0
70170,Barwani,2022,10,1748920.0
70170,Barwani,2022,11,1748920.0
70170,Barwani,2022,12,1748920.0
70170,Barwani,2023,1,1764946.0
70170,Barwani,2023,2,1764946.0
70170,Barwani,2023,3,1764946.0
70170,Barwani,2023,4,1764946.0
70170,Barwani,2023,5,1764946.0
70170,Barwani,2023,6,1764946.0
70170,Barwani,2023,7,1764946.0
70170,Barwani,2023,8,1764946.0
70170,Barwani,2023,9,1764946.0
70170,Barwani,2023,10,1764946.0
70170,Barwani,2023,11,1764946.0
70170,Barwani,2023,12,1764946.0
70170,Barwani,2024,1,1780972.0
70170,Barwani,2024,2,1780972.0
70170,Barwani,2024,3,1780972.0
70170,Barwani,2024,4,1780972.0
70170,Barwani,2024,5,1780972.0
70170,Barwani,2024,6,1780972.0
70170,Barwani,2024,7,1780972.0
70170,Barwani,2024,8,1780972.0
70170,Barwani,2024,9,1780972.0
70170,Barwani,2024,10,1780972.0
70170,Barwani,2024,11,1780972.0
70170,Barwani,2024,12,1780972.0
70170,Barwani,2025,1,1796998.0
70170,Barwani,2025,2,1796998.0
70170,Barwani,2025,3,1796998.0
70170,Barwani,2025,4,1796998.0
70170,Barwani,2025,5,1796998.0
70170,Barwani,2025,6,1796998.0
70170,Barwani,2025,7,1796998.0
70170,Barwani,2025,8,1796998.0
70170,Barwani,2025,9,1796998.0
70170,Barwani,2025,10,1796998.0
70170,Barwani,2025,11,1796998.0
70170,Barwani,2025,12,1796998.0
17714,Betul,2015,1,1712401.0
17714,Betul,2015,2,1712401.0
17714,Betul,2015,3,1712401.0
17714,Betul,2015,4,1712401.0
17714,Betul,2015,5,1712401.0
17714,Betul,2015,6,1712401.0
17714,Betul,2015,7,1712401.0
17714,Betul,2015,8,1712401.0
17714,Betul,2015,9,1712401.0
17714,Betul,2015,10,1712401.0
17714,Betul,2015,11,1712401.0
17714,Betul,2015,12,1712401.0
17714,Betul,2016,1,1730609.2
17714,Betul,2016,2,1730609.2
17714,Betul,2016,3,1730609.2
17714,Betul,2016,4,1730609.2
17714,Betul,2016,5,1730609.2
17714,Betul,2016,6,1730609.2
17714,Betul,2016,7,1730609.2
17714,Betul,2016,8,1730609.2
17714,Betul,2016,9,1730609.2
17714,Betul,2016,10,1730609.2
17714,Betul,2016,11,1730609.2
17714,Betul,2016,12,1730609.2
17714,Betul,2017,1,1748817.4
17714,Betul,2017,2,1748817.4
17714,Betul,2017,3,1748817.4
17714,Betul,2017,4,1748817.4
17714,Betul,2017,5,1748817.4
17714,Betul,2017,6,1748817.4
17714,Betul,2017,7,1748817.4
17714,Betul,2017,8,1748817.4
17714,Betul,2017,9,1748817.4
17714,Betul,2017,10,1748817.4
17714,Betul,2017,11,1748817.4
17714,Betul,2017,12,1748817.4
17714,Betul,2018,1,1767025.6
17714,Betul,2018,2,1767025.6
17714,Betul,2018,3,1767025.6
17714,Betul,2018,4,1767025.6
17714,Betul,2018,5,1767025.6
17714,Betul,2018,6,1767025.6
17714,Betul,2018,7,1767025.6
17714,Betul,2018,8,1767025.6
17714,Betul,2018,9,1767025.6
17714,Betul,2018,10,1767025.6
17714,Betul,2018,11,1767025.6
17714,Betul,2018,12,1767025.6
17714,Betul,2019,1,1785233.8
17714,Betul,2019,2,1785233.8
17714,Betul,2019,3,1785233.8
17714,Betul,2019,4,1785233.8
17714,Betul,2019,5,1785233.8
17714,Betul,2019,6,1785233.8
17714,Betul,2019,7,1785233.8
17714,Betul,2019,8,1785233.8
17714,Betul,2019,9,1785233.8
17714,Betul,2019,10,1785233.8
17714,Betul,2019,11,1785233.8
17714,Betul,2019,12,1785233.8
17714,Betul,2020,1,1803442.0
17714,Betul,2020,2,1803442.0
17714,Betul,2020,3,1803442.0
17714,Betul,2020,4,1803442.0
17714,Betul,2020,5,1803442.0
17714,Betul,2020,6,1803442.0
17714,Betul,2020,7,1803442.0
17714,Betul,2020,8,1803442.0
17714,Betul,2020,9,1803442.0
17714,Betul,2020,10,1803442.0
17714,Betul,2020,11,1803442.0
17714,Betul,2020,12,1803442.0
17714,Betul,2021,1,1818524.0
17714,Betul,2021,2,1818524.0
17714,Betul,2021,3,1818524.0
17714,Betul,2021,4,1818524.0
17714,Betul,2021,5,1818524.0
17714,Betul,2021,6,1818524.0
17714,Betul,2021,7,1818524.0
17714,Betul,2021,8,1818524.0
17714,Betul,2021,9,1818524.0
17714,Betul,2021,10,1818524.0
17714,Betul,2021,11,1818524.0
17714,Betul,2021,12,1818524.0
17714,Betul,2022,1,1833606.0
17714,Betul,2022,2,1833606.0
17714,Betul,2022,3,1833606.0
17714,Betul,2022,4,1833606.0
17714,Betul,2022,5,1833606.0
17714,Betul,2022,6,1833606.0
17714,Betul,2022,7,1833606.0
17714,Betul,2022,8,1833606.0
17714,Betul,2022,9,1833606.0
17714,Betul,2022,10,1833606.0
17714,Betul,2022,11,1833606.0
17714,Betul,2022,12,1833606.0
17714,Betul,2023,1,1848688.0
17714,Betul,2023,2,1848688.0
17714,Betul,2023,3,1848688.0
17714,Betul,2023,4,1848688.0
17714,Betul,2023,5,1848688.0
17714,Betul,2023,6,1848688.0
17714,Betul,2023,7,1848688.0
17714,Betul,2023,8,1848688.0
17714,Betul,2023,9,1848688.0
17714,Betul,2023,10,1848688.0
17714,Betul,2023,11,1848688.0
17714,Betul,2023,12,1848688.0
17714,Betul,2024,1,1863770.0
17714,Betul,2024,2,1863770.0
17714,Betul,2024,3,1863770.0
17714,Betul,2024,4,1863770.0
17714,Betul,2024,5,1863770.0
17714,Betul,2024,6,1863770.0
17714,Betul,2024,7,1863770.0
17714,Betul,2024,8,1863770.0
17714,Betul,2024,9,1863770.0
17714,Betul,2024,10,1863770.0
17714,Betul,2024,11,1863770.0
17714,Betul,2024,12,1863770.0
17714,Betul,2025,1,1878852.0
17714,Betul,2025,2,1878852.0
17714,Betul,2025,3,1878852.0
17714,Betul,2025,4,1878852.0
17714,Betul,2025,5,1878852.0
17714,Betul,2025,6,1878852.0
17714,Betul,2025,7,1878852.0
17714,Betul,2025,8,1878852.0
17714,Betul,2025,9,1878852.0
17714,Betul,2025,10,1878852.0
17714,Betul,2025,11,1878852.0
17714,Betul,2025,12,1878852.0
17715,Bhind,2015,1,1830109.0
17715,Bhind,2015,2,1830109.0
17715,Bhind,2015,3,1830109.0
17715,Bhind,2015,4,1830109.0
17715,Bhind,2015,5,1830109.0
17715,Bhind,2015,6,1830109.0
17715,Bhind,2015,7,1830109.0
17715,Bhind,2015,8,1830109.0
17715,Bhind,2015,9,1830109.0
17715,Bhind,2015,10,1830109.0
17715,Bhind,2015,11,1830109.0
17715,Bhind,2015,12,1830109.0
17715,Bhind,2016,1,1848731.6
17715,Bhind,2016,2,1848731.6
17715,Bhind,2016,3,1848731.6
17715,Bhind,2016,4,1848731.6
17715,Bhind,2016,5,1848731.6
17715,Bhind,2016,6,1848731.6
17715,Bhind,2016,7,1848731.6
17715,Bhind,2016,8,1848731.6
17715,Bhind,2016,9,1848731.6
17715,Bhind,2016,10,1848731.6
17715,Bhind,2016,11,1848731.6
17715,Bhind,2016,12,1848731.6
17715,Bhind,2017,1,1867354.2
17715,Bhind,2017,2,1867354.2
17715,Bhind,2017,3,1867354.2
17715,Bhind,2017,4,1867354.2
17715,Bhind,2017,5,1867354.2
17715,Bhind,2017,6,1867354.2
17715,Bhind,2017,7,1867354.2
17715,Bhind,2017,8,1867354.2
17715,Bhind,2017,9,1867354.2
17715,Bhind,2017,10,1867354.2
17715,Bhind,2017,11,1867354.2
17715,Bhind,2017,12,1867354.2
17715,Bhind,2018,1,1885976.8
17715,Bhind,2018,2,1885976.8
17715,Bhind,2018,3,1885976.8
17715,Bhind,2018,4,1885976.8
17715,Bhind,2018,5,1885976.8
17715,Bhind,2018,6,1885976.8
17715,Bhind,2018,7,1885976.8
17715,Bhind,2018,8,1885976.8
17715,Bhind,2018,9,1885976.8
17715,Bhind,2018,10,1885976.8
17715,Bhind,2018,11,1885976.8
17715,Bhind,2018,12,1885976.8
17715,Bhind,2019,1,1904599.4
17715,Bhind,2019,2,1904599.4
17715,Bhind,2019,3,1904599.4
17715,Bhind,2019,4,1904599.4
17715,Bhind,2019,5,1904599.4
17715,Bhind,2019,6,1904599.4
17715,Bhind,2019,7,1904599.4
17715,Bhind,2019,8,1904599.4
17715,Bhind,2019,9,1904599.4
